Titles,Labels
"VERITAS Observations of Very High Energy Blazars and Potential for
  Cosmological Insight",astro-ph.HE
The $E_{\rm p}$ - $E_{\rm iso}$ relation and the internal shock model,astro-ph.HE
Fast Luminous Blue Transients from Newborn Black Holes,astro-ph.HE
"A numerical model of parsec scale SSC morphologies and their radio
  emission",astro-ph.HE
"The knee in the cosmic ray energy spectrum from the simultaneous EAS
  charged particles and muon density spectra",astro-ph.HE
"Gravitational Light Bending Prevents $ë_ë_$ Absorption in
  Gravitational Lenses",astro-ph.HE
"Broadband X-ray emission and the reality of the broad iron line from the
  Neutron Star - White Dwarf X-ray binary 4U 1820-30",astro-ph.HE
"A Correlation Between the Intrinsic Brightness and Average Decay Rate of
  Gamma-ray Burst X-ray Afterglow Light Curves",astro-ph.HE
"Ejection of the massive Hydrogen-rich envelope timed with the collapse
  of the stripped SN2014C",astro-ph.HE
Short Gamma-Ray Bursts from the Merger of Two Black Holes,astro-ph.HE
Swift monitoring of the massive X-ray binary SAX J0635.2+0533,astro-ph.HE
Thermal Electrons in GRB Afterglows,astro-ph.HE
"Discovery of an Extended Source of Gamma-ray Emission in the Southern
  Hemisphere",astro-ph.HE
Searching For Pulsars Associated With the Fermi GeV Excess,astro-ph.HE
"Robust Constraints on Dark Matter Annihilation into Gamma Rays and
  Charged Particles",astro-ph.HE
"Outbursts of the intermediate-mass black hole HLX-1: a wind instability
  scenario",astro-ph.HE
Very High Energy Cosmic Rays from Centaurus A,astro-ph.HE
"The impact of propagation uncertainties on the potential Dark Matter
  contribution to the Fermi LAT mid-latitude gamma-ray data",astro-ph.HE
"Using temporal distributions of transient events to characterize
  cosmological source populations",astro-ph.HE
"Evidence for departure from a power-law flare size distribution for a
  small solar active region",astro-ph.HE
AGN Physics with the Cherenkov Telescope Array,astro-ph.HE
"Revisiting the hot matter in the center of gamma-ray bursts and
  supernova",astro-ph.HE
CfA Plasma Talks,astro-ph.HE
"Modeling Emission from the Supermassive Black Hole in the Galactic
  Center with GRMHD Simulations",astro-ph.HE
"X-shaped radio sources as parent population of core-dominated triple
  blazars",astro-ph.HE
Rotational evolution of young pulsars due to superfluid decoupling,astro-ph.HE
MHD instabilities in accretion mounds - II. 3D simulations,astro-ph.HE
"Ultraviolet Observations of Super-Chandrasekhar Mass Type Ia Supernova
  Candidates with Swift UVOT",astro-ph.HE
Early UV/Optical Emission of The Type Ib SN 2008D,astro-ph.HE
Discovery of X-ray Emission in the Old Classical Nova DK Lacertae,astro-ph.HE
"Formation of black widows and redbacks -- two distinct populations of
  eclipsing binary millisecond pulsars",astro-ph.HE
"A Small, Rapid Optical-IR Response Gamma-Ray Burst Space Observatory
  (The NGRG)",astro-ph.HE
Fractal features in accretion discs,astro-ph.HE
Dynamical Mass Ejection from Binary Neutron Star Mergers,astro-ph.HE
No Microwave Flare of Sagittarius A* around the G2 Periastron Passing,astro-ph.HE
The Multi-Mission Maximum Likelihood framework (3ML),astro-ph.HE
"Multiwavelength behaviour of the blazar OJ 248 from radio to
  ë_-rays",astro-ph.HE
"Multiwavelength Observations of the Redback Millisecond Pulsar
  J1048+2339",astro-ph.HE
Soft Gamma-ray selected radio galaxies: favouring giant size discovery,astro-ph.HE
Can very massive Population III stars produce a super-collapsar?,astro-ph.HE
The CTA aims at the Inert Doublet Model,astro-ph.HE
"Crust effects and the cooling relaxation time in highly magnetized
  neutron stars",astro-ph.HE
"Exceptional outburst of the blazar CTA 102 in 2012: The GASP-WEBT
  campaign and its extension",astro-ph.HE
"SNR 1E 0102.2-7219 as an X-ray Calibration Standard in the 0.5-1.0 keV
  Bandpass and Its Application to the CCD Instruments aboard Chandra, Suzaku,
  Swift and XMM-Newton",astro-ph.HE
"Effects of the quark-hadron phase transition on highly magnetized
  neutron stars",astro-ph.HE
Role of nuclear physics in oscillations of magnetars,astro-ph.HE
"A tilted and warped inner accretion disc around a spinning black hole:
  an analytical solution",astro-ph.HE
"Constraining the Sommerfeld enhancement with Cherenkov telescope
  observations of dwarf galaxies",astro-ph.HE
Can Gamma-Ray Burst Jets Break Out the First Stars?,astro-ph.HE
Multi-epoch Spectropolarimetry of SN 2011fe,astro-ph.HE
"Recent changes in a flickering variability of the black hole X-ray
  transient V616 Mon = A0620-00",astro-ph.HE
"Understanding the importance of transient resonances in extreme mass
  ratio inspirals",astro-ph.HE
"Exploring intermediate and massive black-hole binaries with the Einstein
  Telescope",astro-ph.HE
"Constant entropy hybrid stars: a first approximation of cooling
  evolution",astro-ph.HE
Gamma-ray line constraints on Coy Dark Matter,astro-ph.HE
The JANUS X-Ray Flash Monitor,astro-ph.HE
"An active, asynchronous companion to a redback millisecond pulsar",astro-ph.HE
"Exact solution of the 1D Riemann problem in Newtonian and relativistic
  hydrodynamics",astro-ph.HE
Quantum Decoherence of Photons in the Presence of Hidden U(1)s,astro-ph.HE
"Prospective constraints on Lorentz violation from ultrahigh-energy
  photon detection",astro-ph.HE
"CRPropa 3.1 -- A low energy extension based on stochastic differential
  equations",astro-ph.HE
"Embedded Spiral Patterns in the Cool Core of the Massive Cluster of
  Galaxies Abell 1835",astro-ph.HE
"Discovery of a soft X-ray 8 mHz QPO from the accreting millisecond
  pulsar IGR J00291+5934",astro-ph.HE
"From Spin Noise to Systematics: Stochastic Processes in the First
  International Pulsar Timing Array Data Release",astro-ph.HE
"Confronting Galactic and Extragalactic $ë_$-ray observed by
  Fermi-LAT with Annihilating Dark Matter in Inert Higgs Doublet Model",astro-ph.HE
"Identification of the ~3.55 keV emission line candidate objects across
  the sky",astro-ph.HE
A high energy photon polarimeter for astrophysics,astro-ph.HE
Constraints on the Universe as a Numerical Simulation,astro-ph.HE
Early Phase Observations of the KVN+VERA Joint Array,astro-ph.IM
Studies of Acoustic Neutrino Detection Methods with ANTARES,astro-ph.IM
Extreme Adaptive Optics in the mid-IR: The METIS AO system,astro-ph.IM
"Expected performance of a hard X-ray polarimeter (POLAR) by Monte Carlo
  Simulation",astro-ph.IM
"Precise Stellar Radial Velocities of an M Dwarf with a Michelson
  Interferometer and a Medium-resolution Near-infrared Spectrograph",astro-ph.IM
The future of VLBI has begun!,astro-ph.IM
Fresnel diffraction in an interferometer: application to MATISSE,astro-ph.IM
"A Real-Time, GPU-Based, Non-Imaging Back-End for Radio Telescopes",astro-ph.IM
"The Deconvolution of Lunar Brightness Temperature based on Maximum
  Entropy Method using Chang'E-2 Microwave Data",astro-ph.IM
"Modal Decomposition of the von-KÌÁrmÌÁn Covariance of Atmospheric
  Turbulence in the Circular Entrance Pupil",astro-ph.IM
Digital Preservation and Astronomy: Lessons for funders and the funded,astro-ph.IM
The Palomar Transient Factory photometric calibration,astro-ph.IM
Can Self-Organizing Maps accurately predict photometric redshifts?,astro-ph.IM
"The Debris Disk Explorer: a balloon-borne coronagraph for observing
  debris disks",astro-ph.IM
Image Reconstruction in Optical Interferometry,astro-ph.IM
Systematic error mitigation in multiple field astrometry,astro-ph.IM
"Identification of important VO spectral services benefiting from
  deployment on the Grid",astro-ph.IM
"Detection and Imaging of the Crab Nebula with the Nuclear Compton
  Telescope",astro-ph.IM
The Taiwan Extragalactic Astronomical Data Center,astro-ph.IM
"The potential of discs from a ""mean Green function""",astro-ph.IM
"A Cryogenic Integrated Noise Calibration and Coupler Module Using a MMIC
  LNA",astro-ph.IM
"Simulations of a Distributed Intelligent Array Trigger for the Cherenkov
  Telescope Array",astro-ph.IM
Large Instrument Development for Radio Astronomy,astro-ph.IM
Monolithic Ge:Ga Detector Development for SAFARI,astro-ph.IM
"Multichannel Data Acquisition System for Scintillation Detectors of the
  Emma Experiment",astro-ph.IM
"Optimal stellar photometry for multi-conjugate adaptive optics systems
  using science-based metrics",astro-ph.IM
"The Mid-Infrared Instrument for the James Webb Space Telescope, III:
  MIRIM, The MIRI Imager",astro-ph.IM
Clear sky atmosphere at cm-wavelengths from climatology data,astro-ph.IM
"ALMA Temporal Phase Stability and the Effectiveness of Water Vapor
  Radiometer",astro-ph.IM
"Technique of Polarimetric Observations of Faint Objects at the 6-m BTA
  Telescope",astro-ph.IM
Approximating W projection as a separable kernel,astro-ph.IM
Detection of tau neutrinos by Imaging Air Cherenkov Telescopes,astro-ph.IM
A New Method for Determining Geometry of Planetary Images,astro-ph.IM
"The MaNGA Integral Field Unit Fiber Feed System for the Sloan 2.5 m
  Telescope",astro-ph.IM
"IVOA Recommendation: StandardsRegExt: a VOResource Schema Extension for
  Describing IVOA Standards",astro-ph.IM
Beam shaping for laser-based adaptive optics in astronomy,astro-ph.IM
"Evolution of the energy consumed by street lighting in Spain estimated
  with DMSP-OLS data",astro-ph.IM
"Real-time atmospheric monitoring for the Cherenkov Telescope Array using
  a wide-field optical telescope",astro-ph.IM
Astronomical Software Wants To Be Free: A Manifesto,astro-ph.IM
"CIWS-FW: a Customizable InstrumentWorkstation Software Framework for
  instrument-independent data handling",astro-ph.IM
Accuracy of Star Cluster Parameters from Integrated UBVRIJHK Photometry,astro-ph.IM
"Fundamental Physics with Charged Particle Measurements at the Cherenkov
  Telescope Array",astro-ph.IM
"Implementation strategies for hyperspectral unmixing using Bayesian
  source separation",astro-ph.IM
"Monte Carlo comparison of medium-size telescope designs for the
  Cherenkov Telescope Array",astro-ph.IM
"Atmospheric fluctuations below 0.1 Hz during drift-scan solar diameter
  measurements",astro-ph.IM
On determining the shape of matter distributions,astro-ph.IM
"Experimental demonstration of higher-order Laguerre-Gauss mode
  interferometry",astro-ph.IM
Gravitation Astrometric Measurement Experiment,astro-ph.IM
"Radio Frequency Birefringence in South Polar Ice and Implications for
  Neutrino Reconstruction",astro-ph.IM
"Scaled oscillation frequencies and echelle diagrams as a tool for
  comparative asteroseismology",astro-ph.IM
"Pushing the limits of the Gaia space mission by analyzing galaxy
  morphology",astro-ph.IM
Planck pre-launch status: the Planck-LFI programme,astro-ph.IM
Identification of long-duration noise transients in LIGO and Virgo,astro-ph.IM
"Markov Chain Monte Carlo methods applied to measuring the fine structure
  constant from quasar spectroscopy",astro-ph.IM
CTA - A Project for a New Generation of Cherenkov Telescopes,astro-ph.IM
"Impact of the Cherenkov Telescope Array (CTA) altitude on Dark Matter
  searches in the Milky Way Halo",astro-ph.IM
"An Efficient Interpolation Technique for Jump Proposals in
  Reversible-Jump Markov Chain Monte Carlo Calculations",astro-ph.IM
"Measurement of the Scintillation Yield of Low-Energy Electrons in Liquid
  Xenon",astro-ph.IM
"Modeling gravitational instabilities in self-gravitating protoplanetary
  disks with adaptive mesh refinement techniques",astro-ph.IM
"Gemini Planet Imager Observational Calibrations I: Overview of the GPI
  Data Reduction Pipeline",astro-ph.IM
"Photometry of Delta Scorpii from 1996 to 2013 using SOHO LASCO C3
  coronograph",astro-ph.IM
"Simulations of reflected radio signals from cosmic ray induced air
  showers",astro-ph.IM
Pathway to the Square Kilometre Array - The German White Paper -,astro-ph.IM
Non-linear cosmological collapse of quintessence,astro-ph.IM
"A method to search for correlations of ultra-high energy cosmic ray
  masses with the large scale structures in the local galaxy density field",astro-ph.IM
"Multi-Object Spectroscopy with the European ELT: Scientific synergies
  between EAGLE & EVE",astro-ph.IM
"Lens Inquiry: An Astronomy Lab for Non-science Majors at Hartnell
  Community College",astro-ph.IM
Review on non-directional direct dark matter searches,astro-ph.IM
Sensitivity of lunar particle-detection experiments,astro-ph.IM
"Monte Carlo Simulations of the Transition Radiation Detector of the
  AMS-02 Experiment",astro-ph.IM
"A systematic cross-search for radio/infrared counterparts of XMM-Newton
  sources",astro-ph.IM
CALET: a high energy astroparticle physics experiment on the ISS,astro-ph.IM
Imporoving reconstrucion methods for radio measurements with Tunka-Rex,astro-ph.IM
"The reliability of observational measurements of column density
  probability distribution functions",astro-ph.IM
"Phase-space structures and stellar populations in the star-forming
  region NGC~ 2264",astro-ph.IM
Astronomical Surveys and Big Data,astro-ph.IM
Position Reconstruction in a Dual Phase Xenon Scintillation Detector,astro-ph.IM
Sparse component separation for accurate CMB map estimation,astro-ph.IM
Application of Maximum Entropy Deconvolution to $ë_$-ray Skymaps,astro-ph.IM
The Gamma-ray Cherenkov Telescope for the Cherenkov Telescope Array,astro-ph.IM
Model-Coupled Autoencoder for Time Series Visualisation,astro-ph.IM
Exploring the Habitable Zone for Kepler planetary candidates,astro-ph.IM
The Cadmium Zinc Telluride Imager on AstroSat,astro-ph.IM
"Repeatability and Accuracy of Exoplanet Eclipse Depths Measured with
  Post-Cryogenic Spitzer",astro-ph.IM
"Comment on ""On the subtleties of searching for dark matter with liquid
  xenon detectors""",astro-ph.IM
Noise properties of the CoRoT data: a planet-finding perspective,astro-ph.IM
"The iLocater cryostat: design and thermal control strategy for precision
  radial velocity measurements",astro-ph.IM
Spectral classification using convolutional neural networks,astro-ph.IM
Parallel Neutrino Triggers using GPUs for an underwater telescope,astro-ph.IM
"A Deep Keck/NIRC2 Search for Thermal Emission from Planetary Companions
  Orbiting Fomalhaut",astro-ph.IM
"From Thread to Transcontinental Computer: Disturbing Lessons in
  Distributed Supercomputing",astro-ph.IM
"Probing the origin of our universe through primordial gravitational
  waves by Ali CMB project",astro-ph.IM
